ProjectID,EmployeeID,Project_Name,Project_Description,Tech_Stack_Used,Domain,Project_Role,Project_Success_Score,Individual_Performance_Score
5481,1925,Patient Data Analytics Platform,"Engineered a HIPAA-compliant data platform on Azure to process electronic health records (EHR) using Spark, enabling predictive diagnostics. The project utilized a tech stack including TensorFlow, Docker, Java, Azure, Python.","TensorFlow,Docker,Java,Azure,Python",Healthcare,Performance Tester,0.72,0.68
5482,1752,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Bash, Kubernetes, Python, AWS, Elasticsearch.","Bash,Kubernetes,Python,AWS,Elasticsearch",Cybersecurity,Automation Tester,0.88,0.9
5482,2156,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Bash, Kubernetes, Python, AWS, Elasticsearch.","Bash,Kubernetes,Python,AWS,Elasticsearch",Cybersecurity,Module Owner,0.88,0.93
5482,1619,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Bash, Kubernetes, Python, AWS, Elasticsearch.","Bash,Kubernetes,Python,AWS,Elasticsearch",Cybersecurity,Backend Lead,0.88,0.97
5482,1300,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Bash, Kubernetes, Python, AWS, Elasticsearch.","Bash,Kubernetes,Python,AWS,Elasticsearch",Cybersecurity,SRE,0.88,0.9
5483,1949,AI-Powered Medical Imaging Analysis,"Designed a deep learning model with PyTorch to detect anomalies in MRI scans, achieving 95% accuracy in clinical trials. The project utilized a tech stack including Docker, Java, Azure.","Docker,Java,Azure",Healthcare,Frontend Developer,0.94,0.98
5483,1032,AI-Powered Medical Imaging Analysis,"Designed a deep learning model with PyTorch to detect anomalies in MRI scans, achieving 95% accuracy in clinical trials. The project utilized a tech stack including Docker, Java, Azure.","Docker,Java,Azure",Healthcare,ML Engineer,0.94,0.95
5484,1201,Subscription Billing Platform,"Engineered a flexible billing system to handle various subscription tiers, usage-based pricing, and invoicing for a growing SaaS product. The project utilized a tech stack including Kubernetes, PostgreSQL, Python.","Kubernetes,PostgreSQL,Python",SaaS,Manual Tester,0.81,0.83
5484,1788,Subscription Billing Platform,"Engineered a flexible billing system to handle various subscription tiers, usage-based pricing, and invoicing for a growing SaaS product. The project utilized a tech stack including Kubernetes, PostgreSQL, Python.","Kubernetes,PostgreSQL,Python",SaaS,Lead Developer,0.81,0.83
5485,1084,Real-time Fraud Detection Engine,"Built an AI/ML model using Python and TensorFlow to analyze transaction patterns in real-time, reducing fraudulent activities by 15%. The project utilized a tech stack including Java, Kubernetes, PostgreSQL, Python.","Java,Kubernetes,PostgreSQL,Python",Fintech,Research Scientist,0.73,0.68
5485,2029,Real-time Fraud Detection Engine,"Built an AI/ML model using Python and TensorFlow to analyze transaction patterns in real-time, reducing fraudulent activities by 15%. The project utilized a tech stack including Java, Kubernetes, PostgreSQL, Python.","Java,Kubernetes,PostgreSQL,Python",Fintech,Research Scientist,0.73,0.7
5485,1735,Real-time Fraud Detection Engine,"Built an AI/ML model using Python and TensorFlow to analyze transaction patterns in real-time, reducing fraudulent activities by 15%. The project utilized a tech stack including Java, Kubernetes, PostgreSQL, Python.","Java,Kubernetes,PostgreSQL,Python",Fintech,Frontend Developer,0.73,0.79
5485,1647,Real-time Fraud Detection Engine,"Built an AI/ML model using Python and TensorFlow to analyze transaction patterns in real-time, reducing fraudulent activities by 15%. The project utilized a tech stack including Java, Kubernetes, PostgreSQL, Python.","Java,Kubernetes,PostgreSQL,Python",Fintech,Solution Architect,0.73,0.77
5486,1947,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including TensorFlow, SQL, Java, Azure, Python.","TensorFlow,SQL,Java,Azure,Python",Healthcare,UX Researcher,0.76,0.78
5486,1047,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including TensorFlow, SQL, Java, Azure, Python.","TensorFlow,SQL,Java,Azure,Python",Healthcare,CI/CD Specialist,0.76,0.77
5487,1325,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including AWS, Java, Kafka, Kubernetes.","AWS,Java,Kafka,Kubernetes",Fintech,Data Analyst,0.96,0.96
5487,1955,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including AWS, Java, Kafka, Kubernetes.","AWS,Java,Kafka,Kubernetes",Fintech,Backend Developer,0.96,0.92
5487,1334,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including AWS, Java, Kafka, Kubernetes.","AWS,Java,Kafka,Kubernetes",Fintech,Frontend Lead,0.96,0.97
5487,1109,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including AWS, Java, Kafka, Kubernetes.","AWS,Java,Kafka,Kubernetes",Fintech,Automation Tester,0.96,0.98
5487,1701,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including AWS, Java, Kafka, Kubernetes.","AWS,Java,Kafka,Kubernetes",Fintech,Manual Tester,0.96,0.98
5488,1321,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including Java, PostgreSQL, React, Python.","Java,PostgreSQL,React,Python",Fintech,Lead Designer,0.7,0.58
5488,1899,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including Java, PostgreSQL, React, Python.","Java,PostgreSQL,React,Python",Fintech,Lead Designer,0.7,0.76
5489,1705,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including Bash, Go, Kubernetes, AWS, Elasticsearch.","Bash,Go,Kubernetes,AWS,Elasticsearch",Cybersecurity,Solution Architect,0.69,0.67
5489,1273,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including Bash, Go, Kubernetes, AWS, Elasticsearch.","Bash,Go,Kubernetes,AWS,Elasticsearch",Cybersecurity,Cloud Engineer,0.69,0.6
5489,1733,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including Bash, Go, Kubernetes, AWS, Elasticsearch.","Bash,Go,Kubernetes,AWS,Elasticsearch",Cybersecurity,Solution Architect,0.69,0.75
5490,1865,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including Java, Kafka, AWS, PostgreSQL, Python.","Java,Kafka,AWS,PostgreSQL,Python",Fintech,Tech Lead,0.91,0.92
5490,1109,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including Java, Kafka, AWS, PostgreSQL, Python.","Java,Kafka,AWS,PostgreSQL,Python",Fintech,Manual Tester,0.91,0.8
5490,1330,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including Java, Kafka, AWS, PostgreSQL, Python.","Java,Kafka,AWS,PostgreSQL,Python",Fintech,Performance Tester,0.91,0.83
5490,1840,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including Java, Kafka, AWS, PostgreSQL, Python.","Java,Kafka,AWS,PostgreSQL,Python",Fintech,UX Researcher,0.91,1.0
5490,1174,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including Java, Kafka, AWS, PostgreSQL, Python.","Java,Kafka,AWS,PostgreSQL,Python",Fintech,Lead Developer,0.91,0.92
5491,1432,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including Go, Kubernetes, Elasticsearch.","Go,Kubernetes,Elasticsearch",Cybersecurity,Program Manager,0.81,0.74
5491,1097,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including Go, Kubernetes, Elasticsearch.","Go,Kubernetes,Elasticsearch",Cybersecurity,Data Analyst,0.81,0.84
5491,1250,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including Go, Kubernetes, Elasticsearch.","Go,Kubernetes,Elasticsearch",Cybersecurity,Code Reviewer,0.81,0.75
5491,1702,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including Go, Kubernetes, Elasticsearch.","Go,Kubernetes,Elasticsearch",Cybersecurity,Cloud Engineer,0.81,0.79
5491,1760,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including Go, Kubernetes, Elasticsearch.","Go,Kubernetes,Elasticsearch",Cybersecurity,Solution Architect,0.81,0.93
5491,2043,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including Go, Kubernetes, Elasticsearch.","Go,Kubernetes,Elasticsearch",Cybersecurity,Cloud Engineer,0.81,0.91
5492,1397,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including Go, Angular, Python, AWS, Kubernetes.","Go,Angular,Python,AWS,Kubernetes",SaaS,Module Owner,0.74,0.76
5492,1196,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including Go, Angular, Python, AWS, Kubernetes.","Go,Angular,Python,AWS,Kubernetes",SaaS,Program Manager,0.74,0.73
5492,1813,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including Go, Angular, Python, AWS, Kubernetes.","Go,Angular,Python,AWS,Kubernetes",SaaS,SRE,0.74,0.71
5492,1625,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including Go, Angular, Python, AWS, Kubernetes.","Go,Angular,Python,AWS,Kubernetes",SaaS,Manual Tester,0.74,0.72
5492,1051,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including Go, Angular, Python, AWS, Kubernetes.","Go,Angular,Python,AWS,Kubernetes",SaaS,Manual Tester,0.74,0.69
5492,1809,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including Go, Angular, Python, AWS, Kubernetes.","Go,Angular,Python,AWS,Kubernetes",SaaS,System Designer,0.74,0.76
5493,1993,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including AWS, Go, Python, Elasticsearch.","AWS,Go,Python,Elasticsearch",Cybersecurity,Backend Developer,0.92,0.96
5493,1325,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including AWS, Go, Python, Elasticsearch.","AWS,Go,Python,Elasticsearch",Cybersecurity,Data Analyst,0.92,0.92
5494,1738,Multi-tenant User Authentication Service,"Created a secure and scalable authentication and authorization service for a B2B SaaS platform, supporting OAuth 2.0 and SAML. The project utilized a tech stack including Go, PostgreSQL, Python.","Go,PostgreSQL,Python",SaaS,Performance Tester,0.84,0.89
5494,1088,Multi-tenant User Authentication Service,"Created a secure and scalable authentication and authorization service for a B2B SaaS platform, supporting OAuth 2.0 and SAML. The project utilized a tech stack including Go, PostgreSQL, Python.","Go,PostgreSQL,Python",SaaS,ML Engineer,0.84,0.84
5495,1700,Real-time Fraud Detection Engine,"Built an AI/ML model using Python and TensorFlow to analyze transaction patterns in real-time, reducing fraudulent activities by 15%. The project utilized a tech stack including React, Java, Kafka, PostgreSQL, Kubernetes.","React,Java,Kafka,PostgreSQL,Kubernetes",Fintech,Performance Tester,0.8,0.77
5495,1649,Real-time Fraud Detection Engine,"Built an AI/ML model using Python and TensorFlow to analyze transaction patterns in real-time, reducing fraudulent activities by 15%. The project utilized a tech stack including React, Java, Kafka, PostgreSQL, Kubernetes.","React,Java,Kafka,PostgreSQL,Kubernetes",Fintech,CI/CD Specialist,0.8,0.8
5495,1178,Real-time Fraud Detection Engine,"Built an AI/ML model using Python and TensorFlow to analyze transaction patterns in real-time, reducing fraudulent activities by 15%. The project utilized a tech stack including React, Java, Kafka, PostgreSQL, Kubernetes.","React,Java,Kafka,PostgreSQL,Kubernetes",Fintech,SRE,0.8,0.82
5495,1673,Real-time Fraud Detection Engine,"Built an AI/ML model using Python and TensorFlow to analyze transaction patterns in real-time, reducing fraudulent activities by 15%. The project utilized a tech stack including React, Java, Kafka, PostgreSQL, Kubernetes.","React,Java,Kafka,PostgreSQL,Kubernetes",Fintech,Code Reviewer,0.8,0.83
5495,1484,Real-time Fraud Detection Engine,"Built an AI/ML model using Python and TensorFlow to analyze transaction patterns in real-time, reducing fraudulent activities by 15%. The project utilized a tech stack including React, Java, Kafka, PostgreSQL, Kubernetes.","React,Java,Kafka,PostgreSQL,Kubernetes",Fintech,Code Reviewer,0.8,0.78
5495,1684,Real-time Fraud Detection Engine,"Built an AI/ML model using Python and TensorFlow to analyze transaction patterns in real-time, reducing fraudulent activities by 15%. The project utilized a tech stack including React, Java, Kafka, PostgreSQL, Kubernetes.","React,Java,Kafka,PostgreSQL,Kubernetes",Fintech,Program Manager,0.8,0.77
5496,1872,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Elasticsearch, Go, Python.","Elasticsearch,Go,Python",Cybersecurity,System Designer,0.87,0.91
5496,1772,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Elasticsearch, Go, Python.","Elasticsearch,Go,Python",Cybersecurity,Module Owner,0.87,0.9
5496,1016,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Elasticsearch, Go, Python.","Elasticsearch,Go,Python",Cybersecurity,CI/CD Specialist,0.87,0.87
5496,1893,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Elasticsearch, Go, Python.","Elasticsearch,Go,Python",Cybersecurity,Junior Coder,0.87,0.85
5497,1689,Inventory Management System,"Developed a centralized system to track inventory across multiple warehouses, providing real-time updates to the storefront. The project utilized a tech stack including SQL, Java, Vue.js.","SQL,Java,Vue.js",E-commerce,Performance Tester,0.78,0.87
5497,1332,Inventory Management System,"Developed a centralized system to track inventory across multiple warehouses, providing real-time updates to the storefront. The project utilized a tech stack including SQL, Java, Vue.js.","SQL,Java,Vue.js",E-commerce,Interaction Designer,0.78,0.76
5497,1583,Inventory Management System,"Developed a centralized system to track inventory across multiple warehouses, providing real-time updates to the storefront. The project utilized a tech stack including SQL, Java, Vue.js.","SQL,Java,Vue.js",E-commerce,Manual Tester,0.78,0.82
5497,1506,Inventory Management System,"Developed a centralized system to track inventory across multiple warehouses, providing real-time updates to the storefront. The project utilized a tech stack including SQL, Java, Vue.js.","SQL,Java,Vue.js",E-commerce,Tech Lead,0.78,0.67
5497,2107,Inventory Management System,"Developed a centralized system to track inventory across multiple warehouses, providing real-time updates to the storefront. The project utilized a tech stack including SQL, Java, Vue.js.","SQL,Java,Vue.js",E-commerce,UX Researcher,0.78,0.74
5498,1956,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including SQL, Azure, FHIR, Docker.","SQL,Azure,FHIR,Docker",Healthcare,Manual Tester,0.68,0.67
5498,1883,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including SQL, Azure, FHIR, Docker.","SQL,Azure,FHIR,Docker",Healthcare,Code Reviewer,0.68,0.69
5498,1020,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including SQL, Azure, FHIR, Docker.","SQL,Azure,FHIR,Docker",Healthcare,Junior Coder,0.68,0.73
5498,1042,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including SQL, Azure, FHIR, Docker.","SQL,Azure,FHIR,Docker",Healthcare,Solution Architect,0.68,0.67
5498,1651,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including SQL, Azure, FHIR, Docker.","SQL,Azure,FHIR,Docker",Healthcare,Manual Tester,0.68,0.67
5498,1393,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including SQL, Azure, FHIR, Docker.","SQL,Azure,FHIR,Docker",Healthcare,System Designer,0.68,0.67
5499,1606,Scalable Shopping Cart API,"Built a highly available shopping cart and checkout service using Java and MongoDB, deployed on GCP with Kubernetes for auto-scaling during peak traffic. The project utilized a tech stack including Vue.js, Docker, Java, GCP, MongoDB.","Vue.js,Docker,Java,GCP,MongoDB",E-commerce,Interaction Designer,0.69,0.74
5499,1673,Scalable Shopping Cart API,"Built a highly available shopping cart and checkout service using Java and MongoDB, deployed on GCP with Kubernetes for auto-scaling during peak traffic. The project utilized a tech stack including Vue.js, Docker, Java, GCP, MongoDB.","Vue.js,Docker,Java,GCP,MongoDB",E-commerce,Code Reviewer,0.69,0.71
5499,1172,Scalable Shopping Cart API,"Built a highly available shopping cart and checkout service using Java and MongoDB, deployed on GCP with Kubernetes for auto-scaling during peak traffic. The project utilized a tech stack including Vue.js, Docker, Java, GCP, MongoDB.","Vue.js,Docker,Java,GCP,MongoDB",E-commerce,Junior Coder,0.69,0.7
5500,1532,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including Docker, Azure, Python.","Docker,Azure,Python",Healthcare,Code Reviewer,0.71,0.72
5500,1567,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including Docker, Azure, Python.","Docker,Azure,Python",Healthcare,Interaction Designer,0.71,0.7
5500,1886,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including Docker, Azure, Python.","Docker,Azure,Python",Healthcare,Manual Tester,0.71,0.7
5500,2119,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including Docker, Azure, Python.","Docker,Azure,Python",Healthcare,Tech Lead,0.71,0.65
5500,1517,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including Docker, Azure, Python.","Docker,Azure,Python",Healthcare,Junior Coder,0.71,0.7
5500,1750,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including Docker, Azure, Python.","Docker,Azure,Python",Healthcare,Performance Tester,0.71,0.62
5501,1467,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, Angular, Python.","AWS,Go,Angular,Python",SaaS,Scrum Master,0.67,0.78
5501,1693,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, Angular, Python.","AWS,Go,Angular,Python",SaaS,Backend Developer,0.67,0.78
5501,1500,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, Angular, Python.","AWS,Go,Angular,Python",SaaS,Performance Tester,0.67,0.63
5501,1109,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, Angular, Python.","AWS,Go,Angular,Python",SaaS,Performance Tester,0.67,0.67
5501,1046,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, Angular, Python.","AWS,Go,Angular,Python",SaaS,Module Owner,0.67,0.67
5502,2172,AI-Powered Medical Imaging Analysis,"Designed a deep learning model with PyTorch to detect anomalies in MRI scans, achieving 95% accuracy in clinical trials. The project utilized a tech stack including Docker, FHIR, SQL.","Docker,FHIR,SQL",Healthcare,Program Manager,0.82,0.77
5502,1109,AI-Powered Medical Imaging Analysis,"Designed a deep learning model with PyTorch to detect anomalies in MRI scans, achieving 95% accuracy in clinical trials. The project utilized a tech stack including Docker, FHIR, SQL.","Docker,FHIR,SQL",Healthcare,Performance Tester,0.82,0.74
5502,1587,AI-Powered Medical Imaging Analysis,"Designed a deep learning model with PyTorch to detect anomalies in MRI scans, achieving 95% accuracy in clinical trials. The project utilized a tech stack including Docker, FHIR, SQL.","Docker,FHIR,SQL",Healthcare,Code Reviewer,0.82,0.87
5502,1904,AI-Powered Medical Imaging Analysis,"Designed a deep learning model with PyTorch to detect anomalies in MRI scans, achieving 95% accuracy in clinical trials. The project utilized a tech stack including Docker, FHIR, SQL.","Docker,FHIR,SQL",Healthcare,Code Reviewer,0.82,0.81
5503,1095,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including AWS, Bash, Elasticsearch.","AWS,Bash,Elasticsearch",Cybersecurity,Lead Developer,0.93,0.95
5503,1356,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including AWS, Bash, Elasticsearch.","AWS,Bash,Elasticsearch",Cybersecurity,Cloud Engineer,0.93,0.93
5503,1160,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including AWS, Bash, Elasticsearch.","AWS,Bash,Elasticsearch",Cybersecurity,Scrum Master,0.93,0.93
5504,2193,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, PostgreSQL, Python.","AWS,Go,PostgreSQL,Python",SaaS,Manual Tester,0.86,0.96
5504,1422,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, PostgreSQL, Python.","AWS,Go,PostgreSQL,Python",SaaS,Frontend Lead,0.86,0.83
5504,1005,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, PostgreSQL, Python.","AWS,Go,PostgreSQL,Python",SaaS,Interaction Designer,0.86,0.85
5504,2162,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, PostgreSQL, Python.","AWS,Go,PostgreSQL,Python",SaaS,Cloud Engineer,0.86,0.79
5504,1099,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, PostgreSQL, Python.","AWS,Go,PostgreSQL,Python",SaaS,Lead Developer,0.86,0.88
5504,2032,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, PostgreSQL, Python.","AWS,Go,PostgreSQL,Python",SaaS,Frontend Developer,0.86,0.89
5505,1966,Inventory Management System,"Developed a centralized system to track inventory across multiple warehouses, providing real-time updates to the storefront. The project utilized a tech stack including Vue.js, SQL, Java, Docker, GCP.","Vue.js,SQL,Java,Docker,GCP",E-commerce,System Designer,0.81,0.77
5505,1101,Inventory Management System,"Developed a centralized system to track inventory across multiple warehouses, providing real-time updates to the storefront. The project utilized a tech stack including Vue.js, SQL, Java, Docker, GCP.","Vue.js,SQL,Java,Docker,GCP",E-commerce,ML Engineer,0.81,0.95
5505,1937,Inventory Management System,"Developed a centralized system to track inventory across multiple warehouses, providing real-time updates to the storefront. The project utilized a tech stack including Vue.js, SQL, Java, Docker, GCP.","Vue.js,SQL,Java,Docker,GCP",E-commerce,Program Manager,0.81,0.8
5506,1107,Product Recommendation Engine,"Implemented a collaborative filtering recommendation system using Python and Spark, increasing average order value by 12%. The project utilized a tech stack including SQL, React, MongoDB.","SQL,React,MongoDB",E-commerce,Lead Developer,0.76,0.84
5506,1796,Product Recommendation Engine,"Implemented a collaborative filtering recommendation system using Python and Spark, increasing average order value by 12%. The project utilized a tech stack including SQL, React, MongoDB.","SQL,React,MongoDB",E-commerce,Backend Developer,0.76,0.77
5506,1341,Product Recommendation Engine,"Implemented a collaborative filtering recommendation system using Python and Spark, increasing average order value by 12%. The project utilized a tech stack including SQL, React, MongoDB.","SQL,React,MongoDB",E-commerce,ML Engineer,0.76,0.78
5507,1458,Multi-tenant User Authentication Service,"Created a secure and scalable authentication and authorization service for a B2B SaaS platform, supporting OAuth 2.0 and SAML. The project utilized a tech stack including Go, Python, AWS, PostgreSQL, Kubernetes.","Go,Python,AWS,PostgreSQL,Kubernetes",SaaS,Lead Designer,0.66,0.63
5507,1440,Multi-tenant User Authentication Service,"Created a secure and scalable authentication and authorization service for a B2B SaaS platform, supporting OAuth 2.0 and SAML. The project utilized a tech stack including Go, Python, AWS, PostgreSQL, Kubernetes.","Go,Python,AWS,PostgreSQL,Kubernetes",SaaS,Automation Tester,0.66,0.76
5508,1502,AI-Powered Medical Imaging Analysis,"Designed a deep learning model with PyTorch to detect anomalies in MRI scans, achieving 95% accuracy in clinical trials. The project utilized a tech stack including SQL, Java, TensorFlow.","SQL,Java,TensorFlow",Healthcare,ML Engineer,0.83,0.91
5508,1446,AI-Powered Medical Imaging Analysis,"Designed a deep learning model with PyTorch to detect anomalies in MRI scans, achieving 95% accuracy in clinical trials. The project utilized a tech stack including SQL, Java, TensorFlow.","SQL,Java,TensorFlow",Healthcare,Junior Coder,0.83,0.79
5508,1634,AI-Powered Medical Imaging Analysis,"Designed a deep learning model with PyTorch to detect anomalies in MRI scans, achieving 95% accuracy in clinical trials. The project utilized a tech stack including SQL, Java, TensorFlow.","SQL,Java,TensorFlow",Healthcare,Solution Architect,0.83,0.82
